vehicle_id,task_id,execution_location,size,distance,transfer_rate,execution_cycles,start_time,end_time,release_time,response_time,transmission_time,execution_time,execution_energy,transfer_energy,total_energy
3,15,1,5000000,218.30527089376463,593065.1456831585,6000000000,53220,54420,1401,53019,8431,1200,0,2.52923310519645,2.52923310519645
3,63,1,3000000,201.99575490588902,807872.1523341744,10000000000,54420,56420,6201,50219,3713,2000,0,1.114037657319468,1.114037657319468
3,23,1,5000000,216.734987484716,610366.9814329402,2000000000,59420,59820,2201,57619,8192,400,0,2.457537916743948,2.457537916743948
3,17,0,3000000,,0,8000000000,52101,60101,1601,58500,0,8000,0.7999999999999999,0,0.7999999999999999
3,21,0,8000000,,0,3000000000,60101,63101,2001,61100,0,3000,0.3,0,0.3
3,5,1,6000000,219.36903177066714,581690.9416295096,7000000000,61820,63220,401,62819,10315,1400,0,3.0944267327897563,3.0944267327897563
3,41,1,5000000,211.21050092265762,676465.7811123398,10000000000,65020,67020,4001,63019,7391,2000,0,2.2174070616454387,2.2174070616454387
3,24,0,9000000,,0,4000000000,63101,67101,2301,64800,0,4000,0.39999999999999997,0,0.39999999999999997
3,68,1,4000000,200.01559589192044,840153.8155530387,9000000000,67020,68820,6701,62119,4761,1800,0,1.4283098853869862,1.4283098853869862
3,70,1,4000000,199.25230086500892,853025.55427096,5000000000,68820,69820,6901,62919,4689,1000,0,1.40675738726911,1.40675738726911
3,26,0,8000000,,0,4000000000,67101,71101,2501,68600,0,4000,0.39999999999999997,0,0.39999999999999997
3,87,1,3000000,193.73807318129278,953700.0915795406,7000000000,69820,71220,8601,62619,3146,1400,0,0.9436928945968734,0.9436928945968734
3,49,1,5000000,208.02905181728823,718596.1255953888,5000000000,71220,72220,4801,67419,6958,1000,0,2.087403405852186,2.087403405852186
3,37,1,6000000,212.64931554086888,658424.9725903622,2000000000,72220,72620,3601,69019,9113,400,0,2.7337966737781474,2.7337966737781474
3,75,1,5000000,197.46248504462812,884184.7947363778,4000000000,72620,73420,7401,66019,5655,800,0,1.6964779409571606,1.6964779409571606
3,14,1,7000000,218.45477632681775,591449.9217252051,2000000000,73420,73820,1301,72519,11835,400,0,3.5505964627985622,3.5505964627985622
3,51,1,6000000,207.18220121429354,730357.667410183,5000000000,73820,74820,5001,69819,8215,1000,0,2.464545907189176,2.464545907189176
3,106,1,3000000,189.60585460370146,1038980.6157911781,3000000000,74820,75420,10501,64919,2887,600,0,0.8662336778195375,0.8662336778195375
3,28,0,8000000,,0,5000000000,71101,76101,2701,73400,0,5000,0.49999999999999994,0,0.49999999999999994
3,96,1,4000000,191.50527616752498,998649.6113177805,7000000000,75420,76820,9501,67319,4005,1400,0,1.2016226576371718,1.2016226576371718
3,22,1,7000000,216.96816748085416,607758.3190614778,8000000000,76820,78420,2101,76319,11518,1600,0,3.455320863798122,3.455320863798122
3,27,1,7000000,215.73186157821007,621749.7986727103,7000000000,80220,81620,2601,79019,11259,1400,0,3.377564422992989,3.377564422992989
3,113,1,3000000,188.66203566165618,1059774.8399701286,5000000000,81620,82620,11201,71419,2831,1000,0,0.8492369945538317,0.8492369945538317
3,30,0,8000000,,0,8000000000,76101,84101,2901,81200,0,8000,0.7999999999999999,0,0.7999999999999999
3,4,1,8000000,219.4144826578227,581211.0469029078,8000000000,82620,84220,301,83919,13764,1600,0,4.129308988170219,4.129308988170219
3,52,1,7000000,206.74783892461855,736483.4267400217,5000000000,84220,85220,5101,80119,9505,1000,0,2.8513879929321195,2.8513879929321195
3,122,1,3000000,187.91199269870987,1076670.1971624256,5000000000,85220,86220,12101,74119,2786,1000,0,0.8359105716606241,0.8359105716606241
3,20,1,8000000,217.39356499215882,603034.9685149143,8000000000,86220,87820,1901,85919,13266,1600,0,3.9798687063047873,3.9798687063047873
3,135,1,2000000,186.4470308157253,1110647.5349361561,9000000000,87820,89620,13401,76219,1801,1800,0,0.5402253920587777,0.5402253920587777
3,117,1,4000000,188.25604744602487,1068878.7713822864,9000000000,89620,91420,11601,79819,3742,1800,0,1.1226717492463116,1.1226717492463116
3,25,1,8000000,216.24661777701866,615875.9294617967,5000000000,91420,92420,2401,90019,12990,1000,0,3.896888780987623,3.896888780987623
3,77,1,7000000,196.78645405616714,896321.9315420878,3000000000,92420,93020,7601,85419,7810,600,0,2.342908196374298,2.342908196374298
3,82,1,7000000,195.1847622126277,925916.6788877121,4000000000,93020,93820,8101,85719,7560,800,0,2.2680226502914866,2.2680226502914866
3,32,0,5000000,,0,10000000000,84101,94101,3101,91000,0,10000,0.9999999999999999,0,0.9999999999999999
3,121,1,4000000,187.9598427856333,1075582.3679885683,3000000000,93820,94420,12001,82419,3719,600,0,1.1156746667799171,1.1156746667799171
3,102,1,6000000,190.29215249189852,1024178.297796394,4000000000,94420,95220,10101,85119,5858,800,0,1.7575064848306705,1.7575064848306705
3,125,1,4000000,187.79498023110202,1079336.1448959617,3000000000,95220,95820,12401,83419,3706,600,0,1.111794509685089,1.111794509685089
3,149,1,2000000,177.36583267360143,1353891.8433129257,10000000000,95820,97820,14801,83019,1477,2000,0,0.44316686223016244,0.44316686223016244
3,93,1,7000000,192.19629392888925,984461.832953652,2000000000,97820,98220,9201,89019,7110,400,0,2.133145165922209,2.133145165922209
3,109,1,6000000,189.16037217134036,1048731.6008925014,8000000000,98220,99820,10801,89019,5721,1600,0,1.7163590745889101,1.7163590745889101
4,2,0,5000000,,0,4000000000,101,4101,101,4000,0,4000,0.39999999999999997,0,0.39999999999999997
4,5,0,3000000,,0,3000000000,4101,7101,401,6700,0,3000,0.3,0,0.3
4,7,1,3000000,218.3820070427049,592235.4190261668,10000000000,5667,7667,601,7066,5066,2000,0,1.5196659488551043,1.5196659488551043
4,31,1,2000000,213.06791640225893,653289.2305637868,3000000000,7667,8267,3001,5266,3061,600,0,0.9184293448128659,0.9184293448128659
4,33,1,2000000,212.35836903687127,662024.2148924465,7000000000,8267,9667,3201,6466,3021,1400,0,0.9063112594717958,0.9063112594717958
4,36,1,2000000,211.21430467655358,676417.2803519948,10000000000,9667,11667,3501,8166,2957,2000,0,0.8870264220449414,0.8870264220449414
4,6,0,10000000,,0,5000000000,7101,12101,501,11600,0,5000,0.49999999999999994,0,0.49999999999999994
4,38,1,2000000,210.40933677002073,686778.5711582433,10000000000,11667,13667,3701,9966,2912,2000,0,0.8736440320030773,0.8736440320030773
4,3,1,4000000,218.61294861009495,589747.0301019798,3000000000,13667,14267,201,14066,6783,600,0,2.0347707385529255,2.0347707385529255
4,26,1,3000000,214.68254260651938,633941.441297267,10000000000,14267,16267,2501,13766,4732,2000,0,1.4196894876572255,1.4196894876572255
4,28,1,3000000,214.06097262228818,641303.9138706949,8000000000,16267,17867,2701,15166,4678,1600,0,1.403390780149621,1.403390780149621
4,51,1,2000000,204.39806579319674,770755.1197258866,2000000000,17867,18267,5001,13266,2595,400,0,0.7784573655681789,0.7784573655681789
4,32,1,3000000,212.71394430079098,657628.7764583003,4000000000,18267,19067,3101,15966,4562,800,0,1.3685532510408147,1.3685532510408147
4,52,1,2000000,203.88282051217553,778533.9482278883,10000000000,19067,21067,5101,15966,2569,2000,0,0.7706793022523035,0.7706793022523035
4,8,0,10000000,,0,10000000000,12101,22101,701,21400,0,10000,0.9999999999999999,0,0.9999999999999999
4,4,1,5000000,218.57738972730007,590129.325743451,7000000000,21067,22467,301,22166,8473,1400,0,2.5418157250705757,2.5418157250705757
4,10,0,8000000,,0,2000000000,22101,24101,901,23200,0,2000,0.19999999999999998,0,0.19999999999999998
4,13,1,5000000,217.63898961353414,600330.7403837927,10000000000,22467,24467,1201,23266,8329,2000,0,2.4986226742962505,2.4986226742962505
4,14,1,5000000,217.48261746631619,602051.9853505194,2000000000,24467,24867,1301,23566,8305,400,0,2.4914792019607543,2.4914792019607543
4,68,1,3000000,196.06438865842006,909515.5856977481,9000000000,24867,26667,6701,19966,3298,1800,0,0.9895377431158059,0.9895377431158059
4,84,1,2000000,189.39335600807124,1043617.7723518388,10000000000,26667,28667,8301,20366,1916,2000,0,0.5749231336372066,0.5749231336372066
4,88,1,2000000,187.92691691186766,1076330.7615885313,10000000000,28667,30667,8701,21966,1858,2000,0,0.5574494583007867,0.5574494583007867
4,76,1,3000000,192.57313961194066,976830.2520067812,5000000000,30667,31667,7501,24166,3071,1000,0,0.9213473867655689,0.9213473867655689
4,60,1,4000000,199.83659824967,843150.4851540802,3000000000,31667,32267,5901,26366,4744,600,0,1.4232334810086813,1.4232334810086813
4,89,1,2000000,187.56666708133406,1084561.599156301,3000000000,32267,32867,8801,24066,1844,600,0,0.5532189231729671,0.5532189231729671
4,11,0,7000000,,0,9000000000,24101,33101,1001,32100,0,9000,0.8999999999999999,0,0.8999999999999999
